gene,chr,start,end,strand,length,control1,control2,control3,control4,control5,control6,exposed1,exposed2,exposed3,exposed4,exposed5,exposed6,control_mean,exposed_mean
Olfr955,9,"39,469,780","39,470,724",-,945,3.46,5.97,4.29,15.64,15.72,12.51,7.58,6.83,7.42,4.73,9.11,10.16,9.60,7.64
Olfr1272,2,"90,281,647","90,282,573",-,927,13.86,7.67,3.43,12.51,11.23,7.82,12.63,14.52,11.47,7.88,9.11,18.86,9.42,12.41
Olfr951,9,"39,387,455","39,395,633",+,"1,902",12.12,6.82,9.44,10.01,8.98,7.04,8.21,6.83,6.75,7.88,15.48,12.33,9.07,9.58
Olfr470,7,"107,844,731","107,846,414",-,"1,244",10.39,9.38,11.16,9.39,7.49,4.69,22.10,3.42,8.77,7.09,4.55,13.78,8.75,9.95
Olfr520,7,"99,735,145","99,736,095",+,951,6.06,6.82,2.58,16.27,11.98,8.60,5.68,12.81,7.42,8.67,11.84,7.98,8.72,9.07
Olfr551,7,"102,587,528","102,591,992",-,"1,528",6.06,5.97,9.44,9.39,8.98,11.73,9.47,9.40,4.72,16.54,7.28,15.23,8.60,10.44
Olfr497,7,"108,420,433","108,423,866",+,"1,339",6.93,9.38,10.30,15.02,5.24,4.69,6.95,11.10,19.57,7.09,9.11,13.06,8.59,11.15
Olfr998,2,"85,589,107","85,591,893",+,"1,428",5.20,9.38,12.02,10.01,8.23,5.47,5.68,8.54,13.50,12.60,17.30,9.43,8.39,11.18
Olfr1450,19,"12,953,591","12,954,568",+,978,10.39,3.41,18.03,9.39,6.74,2.35,7.58,2.56,7.42,4.73,8.19,13.06,8.38,7.26
Olfr1166,2,"88,123,366","88,128,272",-,"1,998",5.20,8.53,9.44,5.63,9.73,11.73,6.95,6.83,0.67,18.12,19.12,5.80,8.38,9.58
Olfr782,10,"129,348,850","129,352,144",+,"2,202",11.26,7.67,8.58,10.01,7.49,3.91,4.42,5.13,6.75,16.54,14.57,10.88,8.15,9.71
Olfr341,2,"36,479,187","36,480,128",-,942,10.39,6.82,11.16,5.63,8.23,4.69,10.74,13.67,11.47,6.30,10.93,7.25,7.82,10.06
Olfr1499,19,"13,814,275","13,819,408",-,"1,795",7.79,8.53,3.43,8.76,6.74,10.95,1.89,11.10,11.47,7.09,1.82,5.08,7.70,6.41
Olfr396-ps1,11,"73,928,007","73,929,568",+,"1,562",12.99,5.97,10.30,6.88,4.49,4.69,6.32,3.42,3.37,7.88,5.46,4.35,7.55,5.13
Olfr1095,2,"86,850,770","86,851,696",-,927,1.73,6.82,17.17,6.26,6.74,6.26,8.84,5.98,6.75,1.58,11.84,5.08,7.50,6.68
Olfr148,9,"39,610,766","39,614,842",+,"1,579",3.46,3.41,3.43,11.26,11.23,11.73,5.05,7.69,8.77,5.51,11.84,7.25,7.42,7.69
Olfr338,2,"36,373,578","36,377,698",+,989,6.06,2.56,6.87,13.14,13.47,2.35,5.68,10.25,4.72,9.45,7.28,5.08,7.41,7.08
Olfr543,7,"102,476,700","102,481,667",-,"1,323",6.06,10.23,6.01,6.88,7.49,6.26,6.95,4.27,8.10,8.67,4.55,6.53,7.15,6.51
Olfr20,11,"73,350,828","73,355,913",+,"2,307",5.20,4.26,11.16,9.39,8.23,3.91,8.21,5.13,9.45,7.09,10.02,4.35,7.02,7.37
Olfr275,4,"52,825,399","52,826,358",+,960,6.06,4.26,6.01,6.26,5.99,13.29,10.10,11.10,8.10,6.30,11.84,10.88,6.98,9.72
Olfr1474,19,"13,470,972","13,471,916",+,945,3.46,9.38,4.29,7.51,9.73,7.04,6.95,7.69,9.45,8.67,3.64,12.33,6.90,8.12
Olfr1351,10,"79,012,711","79,018,539",+,"1,334",7.79,2.56,8.58,4.38,12.73,4.69,2.53,5.98,2.02,15.76,10.93,11.61,6.79,8.14
Olfr352,2,"36,869,568","36,870,515",+,948,8.66,8.53,4.29,8.13,5.99,4.69,8.21,10.25,3.37,5.51,8.19,5.80,6.72,6.89
Olfr283,15,"98,377,699","98,380,946",-,"2,396",6.06,9.38,4.29,9.39,2.99,7.82,11.37,23.92,14.85,11.03,2.73,4.35,6.66,11.37
Olfr638,7,"104,003,259","104,004,224",+,966,7.79,4.26,7.73,10.64,5.99,3.13,4.42,6.83,5.40,15.76,10.02,13.06,6.59,9.25
Olfr593,7,"103,211,862","103,212,845",+,984,6.93,2.56,1.72,15.02,1.50,11.73,6.32,13.67,8.77,12.60,10.93,19.59,6.57,11.98
Olfr243,7,"103,716,596","103,717,546",+,951,9.53,6.82,4.29,8.76,6.74,3.13,3.79,6.83,8.77,8.67,5.46,6.53,6.54,6.68
Olfr384,11,"73,598,594","73,604,935",+,"2,419",6.93,5.12,1.72,16.89,5.24,2.35,3.16,1.71,1.35,4.73,10.02,13.06,6.37,5.67
Olfr1402,3,"97,409,356","97,422,020",-,"2,145",9.53,8.53,3.43,5.01,4.49,5.47,3.79,10.25,6.75,8.67,5.46,3.63,6.08,6.42
Olfr1038-ps,2,"86,120,223","86,124,063",+,"2,237",12.99,4.26,2.58,5.01,7.49,3.91,1.26,0.85,2.02,22.06,11.84,6.53,6.04,7.43
Olfr10,11,"49,317,548","49,318,489",+,942,9.53,1.71,6.01,5.01,5.99,7.82,4.42,3.42,4.05,5.51,4.55,4.35,6.01,4.38
Olfr296-ps1,7,"86,561,734","86,562,659",+,926,6.93,5.12,6.87,5.01,2.99,7.04,2.53,3.42,4.05,6.30,5.46,5.08,5.66,4.47
Olfr697,7,"106,740,910","106,741,956",-,"1,047",9.53,3.41,1.72,3.13,5.99,10.17,3.16,8.54,8.10,8.67,5.46,5.08,5.66,6.50
Olfr1314,2,"112,091,761","112,092,699",-,939,5.20,7.67,6.01,5.63,4.49,4.69,3.79,2.56,2.70,3.94,4.55,2.18,5.62,3.29
Olfr978,9,"39,993,812","39,994,747",+,936,1.73,5.12,3.43,8.76,6.74,7.82,3.16,2.56,2.70,4.73,5.46,9.43,5.60,4.67
Olfr377-ps1,11,"73,388,081","73,392,214",-,"1,102",7.79,4.26,6.01,6.26,3.74,4.69,3.16,4.27,9.45,7.09,7.28,3.63,5.46,5.81
Olfr624,7,"103,670,103","103,671,029",-,927,6.93,1.71,3.43,6.88,7.49,4.69,3.16,9.40,8.10,3.94,5.46,5.80,5.19,5.98
Olfr1163,2,"88,070,365","88,071,407",-,"1,043",7.79,3.41,8.58,3.75,2.25,4.69,6.95,7.69,9.45,4.73,5.46,4.35,5.08,6.44
Olfr837,9,"19,136,992","19,137,940",+,949,6.93,2.56,3.43,3.75,6.74,7.04,3.79,5.13,6.07,5.51,6.37,2.90,5.07,4.96
Olfr1024,2,"85,904,069","85,905,052",-,984,6.06,0.85,6.87,2.50,8.23,5.47,10.10,0.00,6.07,4.73,6.37,9.43,5.00,6.12
Olfr628,7,"103,731,928","103,732,878",+,951,11.26,3.41,1.72,5.63,4.49,3.13,4.42,8.54,4.72,2.36,9.11,7.25,4.94,6.07
Olfr1432,19,"12,227,944","12,232,533",-,"1,816",6.06,0.00,6.87,6.26,3.74,6.26,5.68,1.71,2.02,7.09,7.28,4.35,4.86,4.69
Olfr300-ps1,7,"86,443,021","86,443,926",+,906,7.79,4.26,4.29,5.01,2.99,3.91,5.68,6.83,6.75,7.88,5.46,2.18,4.71,5.80
Olfr513,7,"108,750,973","108,756,800",+,"2,029",4.33,6.82,1.72,3.75,5.24,4.69,5.05,4.27,4.05,1.58,0.91,2.90,4.43,3.13
Olfr498,7,"108,465,326","108,466,318",+,993,4.33,5.97,2.58,5.01,1.50,7.04,2.53,5.98,9.45,4.73,11.84,5.80,4.40,6.72
Olfr1058,2,"86,385,466","86,386,416",-,951,3.46,3.41,2.58,8.13,6.74,0.78,1.89,0.85,0.00,11.82,12.75,2.90,4.18,5.04
Olfr519,7,"108,893,461","108,894,420",-,960,3.46,3.41,6.01,2.50,5.99,3.13,1.89,5.98,5.40,5.51,2.73,7.25,4.08,4.80
Olfr938,9,"39,077,698","39,078,816",-,"1,119",3.46,3.41,1.72,7.51,7.49,0.78,1.89,5.13,2.02,9.45,3.64,4.35,4.06,4.42
Olfr871,9,"20,212,207","20,213,353",+,"1,147",3.46,2.56,5.15,3.13,4.49,4.69,3.79,8.54,6.07,3.94,4.55,3.63,3.91,5.09
Olfr197,16,"59,185,556","59,186,481",-,926,6.93,5.12,3.43,2.50,2.25,3.13,3.79,0.85,1.35,2.36,6.37,3.63,3.89,3.06
Olfr1133,2,"87,645,180","87,646,121",-,942,2.60,3.41,5.15,3.75,6.74,1.56,3.16,2.56,2.02,7.09,6.37,3.63,3.87,4.14
Olfr619,7,"103,603,589","103,604,712",+,"1,124",4.33,3.41,5.15,2.50,2.99,4.69,6.32,5.98,4.05,2.36,5.46,5.80,3.85,5.00
Olfr388-ps1,11,"73,724,082","73,725,022",-,941,4.33,6.82,1.72,1.25,2.99,5.47,2.53,4.27,2.02,3.15,2.73,2.90,3.76,2.93
Olfr997-ps1,2,"85,585,104","85,586,025",+,922,3.46,6.82,2.58,4.38,1.50,2.35,5.05,5.98,4.05,3.94,3.64,2.90,3.51,4.26
Olfr1287,2,"111,449,142","111,450,059",+,918,4.33,2.56,5.15,2.50,4.49,1.56,3.79,1.71,1.35,4.73,2.73,3.63,3.43,2.99
Olfr493,7,"108,346,035","108,346,979",-,945,4.33,3.41,6.87,3.13,1.50,0.78,1.89,5.98,4.72,1.58,1.82,1.45,3.34,2.91
Olfr485,7,"108,158,918","108,159,861",-,944,5.20,1.71,3.43,1.88,3.74,3.91,2.53,1.71,0.67,6.30,4.55,4.35,3.31,3.35
Olfr371,8,"85,230,497","85,231,435",+,939,2.60,5.97,6.01,0.63,2.25,1.56,0.63,1.71,4.05,0.79,5.46,2.90,3.17,2.59
Olfr480,7,"108,065,768","108,066,796",-,"1,029",6.06,2.56,5.15,1.25,1.50,2.35,6.95,9.40,4.05,11.82,11.84,8.71,3.14,8.79
Olfr1504,19,"13,887,221","13,888,305",-,"1,085",2.60,1.71,3.43,2.50,0.75,7.82,0.00,1.71,3.37,0.79,3.64,2.90,3.13,2.07
Olfr1150-ps1,2,"87,843,993","87,847,382",+,"1,152",3.46,1.71,2.58,3.13,3.74,3.91,2.53,0.85,6.75,2.36,2.73,3.63,3.09,3.14
Olfr844,9,"19,318,536","19,319,465",+,930,1.73,5.12,3.43,1.25,4.49,2.35,0.63,5.98,0.67,1.58,2.73,2.90,3.06,2.42
Olfr512,7,"108,713,320","108,714,375",+,"1,056",5.20,0.00,3.43,1.25,6.74,1.56,3.16,1.71,1.35,7.09,5.46,2.18,3.03,3.49
Olfr161,16,"3,591,042","3,594,186",+,"1,996",3.46,3.41,3.43,2.50,2.99,2.35,1.89,1.71,4.72,9.45,5.46,7.25,3.03,5.08
Olfr323,11,"58,625,073","58,626,044",-,972,5.20,2.56,1.72,2.50,2.25,3.91,2.53,1.71,2.70,2.36,3.64,1.45,3.02,2.40
Olfr22-ps1,11,"73,952,143","73,955,628",+,"1,213",4.33,3.41,3.43,3.75,0.75,2.35,1.89,2.56,2.70,9.45,3.64,0.73,3.00,3.50
Olfr1084,2,"86,638,765","86,639,718",-,954,5.20,3.41,3.43,0.63,3.74,1.56,1.89,0.85,1.35,5.51,5.46,7.25,3.00,3.72
Olfr1117-ps1,2,"87,284,352","87,285,272",+,921,3.46,0.85,3.43,3.13,5.24,1.56,5.05,5.13,2.70,7.88,6.37,2.90,2.95,5.01
Olfr866,9,"20,026,959","20,028,035",-,"1,077",0.87,4.26,6.87,0.00,1.50,3.91,1.89,0.85,2.70,1.58,0.91,3.63,2.90,1.93
Olfr98,17,"37,262,711","37,263,749",-,"1,039",3.46,4.26,1.72,2.50,2.99,2.35,1.89,3.42,0.00,9.45,5.46,4.35,2.88,4.10
Olfr313,11,"58,816,928","58,818,001",+,"1,074",1.73,5.97,2.58,3.13,2.99,0.78,3.79,3.42,4.05,11.82,2.73,4.35,2.86,5.03
Olfr1089,2,"86,732,675","86,733,610",-,936,4.33,2.56,4.29,1.25,2.99,1.56,0.63,2.56,2.70,2.36,3.64,2.18,2.83,2.35
Olfr225,11,"59,612,966","59,614,225",+,"1,260",4.33,0.85,2.58,3.75,2.99,2.35,0.63,2.56,1.35,4.73,0.91,2.90,2.81,2.18
Olfr888,9,"38,108,688","38,109,632",+,945,6.06,0.85,5.15,4.38,0.00,0.00,7.58,4.27,8.77,11.03,9.11,7.98,2.74,8.12
Olfr154,2,"85,663,377","85,664,455",-,"1,079",4.33,1.71,3.43,3.13,1.50,2.35,2.53,3.42,0.67,3.94,0.91,1.45,2.74,2.15
Olfr1021-ps1,2,"85,863,413","85,864,361",+,949,1.73,0.85,6.01,3.13,1.50,2.35,0.63,0.85,2.02,3.15,2.73,0.00,2.59,1.57
Olfr1268-ps1,2,"90,110,468","90,111,391",-,924,2.60,2.56,3.43,0.00,2.25,3.91,1.89,1.71,0.67,3.94,0.91,4.35,2.46,2.25
Olfr486,7,"108,171,798","108,172,742",-,945,5.20,5.12,0.86,1.25,0.75,1.56,1.26,1.71,1.35,1.58,2.73,4.35,2.46,2.16
Olfr320,11,"58,683,875","58,684,802",+,928,2.60,0.85,2.58,2.50,2.99,3.13,5.68,0.85,3.37,5.51,0.00,2.18,2.44,2.93
Olfr1188,2,"88,559,451","88,560,418",+,968,1.73,2.56,1.72,3.13,3.74,1.56,0.00,0.85,1.35,2.36,3.64,0.73,2.41,1.49
Olfr650-ps1,7,"104,206,014","104,207,009",+,996,3.46,3.41,3.43,1.88,2.25,0.00,2.53,2.56,0.67,0.79,1.82,0.73,2.41,1.52
Olfr444,6,"42,955,459","42,956,508",+,"1,050",4.33,0.85,0.86,1.88,2.25,3.91,0.63,0.85,2.70,9.45,1.82,3.63,2.35,3.18
Olfr645,7,"104,084,043","104,085,175",-,"1,133",3.46,0.85,0.86,1.88,4.49,2.35,2.53,2.56,1.35,8.67,2.73,1.45,2.31,3.21
Olfr1375-ps1,11,"51,048,109","51,049,050",+,942,2.60,2.56,4.29,1.88,0.75,1.56,1.26,1.71,0.00,7.09,3.64,3.63,2.27,2.89
Olfr885,9,"38,061,322","38,062,251",+,930,2.60,0.85,2.58,3.75,2.99,0.78,0.00,0.85,0.67,4.73,2.73,0.73,2.26,1.62
Olfr930,9,"38,930,173","38,931,099",+,927,1.73,3.41,3.43,1.88,1.50,1.56,1.89,3.42,0.67,3.94,0.00,1.45,2.25,1.90
Olfr1083-ps,2,"86,606,627","86,607,569",-,943,2.60,0.85,5.15,1.88,2.25,0.78,2.53,0.00,2.70,0.79,0.91,1.45,2.25,1.40
Olfr1158,2,"87,990,113","87,991,054",+,942,1.73,1.71,3.43,1.25,2.25,3.13,0.63,0.00,0.00,3.94,0.91,1.45,2.25,1.16
Olfr385,11,"73,588,798","73,589,736",-,939,4.33,1.71,2.58,1.88,2.99,0.00,0.00,4.27,0.67,2.36,3.64,0.73,2.25,1.95
Olfr945,9,"39,257,720","39,258,682",-,963,5.20,0.85,2.58,2.50,1.50,0.78,2.53,0.85,3.37,5.51,0.91,2.90,2.23,2.68
Olfr1465,19,"13,313,360","13,314,283",-,924,1.73,3.41,0.86,1.88,2.99,2.35,0.00,0.85,0.00,3.15,1.82,2.18,2.20,1.33
Olfr1076,2,"86,508,461","86,509,402",+,942,0.00,2.56,6.87,1.25,0.00,2.35,0.00,0.00,2.02,7.09,3.64,3.63,2.17,2.73
Olfr700,7,"106,805,510","106,806,460",-,951,0.00,2.56,4.29,3.13,2.25,0.78,1.26,2.56,2.70,4.73,3.64,3.63,2.17,3.09
Olfr664,7,"104,733,385","104,734,362",-,978,5.20,0.85,4.29,1.88,0.00,0.78,3.16,1.71,0.67,3.94,3.64,2.18,2.17,2.55
Olfr340,2,"36,452,587","36,453,525",+,939,1.73,3.41,2.58,0.63,1.50,3.13,0.00,2.56,0.67,0.79,0.00,3.63,2.16,1.28
Olfr862,9,"19,883,309","19,884,343",-,"1,035",3.46,2.56,1.72,0.63,2.99,1.56,1.26,3.42,0.67,2.36,0.91,0.73,2.15,1.56
Olfr1066,2,"86,455,328","86,456,269",-,942,3.46,2.56,5.15,0.00,0.75,0.78,0.00,0.00,1.35,3.15,3.64,0.73,2.12,1.48
Olfr149,9,"39,701,793","39,702,822",-,"1,030",1.73,3.41,0.86,1.25,3.74,1.56,0.00,0.00,1.35,3.94,1.82,0.73,2.09,1.31
Olfr284,15,"98,340,022","98,340,939",-,918,0.00,0.85,1.72,5.01,3.74,0.78,3.16,2.56,2.02,3.94,0.91,0.73,2.02,2.22
Olfr602-ps1,7,"103,367,520","103,368,479",-,960,0.00,5.97,1.72,1.25,0.75,1.56,0.63,1.71,0.67,3.15,3.64,2.90,1.87,2.12
Olfr1077-ps1,2,"86,525,234","86,526,175",-,942,3.46,1.71,2.58,1.88,1.50,0.00,1.26,0.00,0.67,4.73,5.46,0.00,1.85,2.02
Olfr1502,19,"13,861,795","13,862,745",+,951,4.33,0.00,3.43,2.50,0.00,0.78,1.89,0.85,0.67,1.58,2.73,5.80,1.84,2.26
Olfr159,4,"43,770,050","43,771,009",-,960,0.00,2.56,0.00,3.13,2.99,2.35,3.16,0.00,0.67,0.00,1.82,0.00,1.84,0.94
Olfr758-ps1,17,"37,387,380","37,388,218",+,839,2.60,0.85,1.72,1.25,3.74,0.78,0.00,0.00,0.00,2.36,1.82,5.80,1.82,1.66
Olfr1050-ps1,2,"86,267,879","86,268,825",-,947,1.73,4.26,0.00,1.88,2.99,0.00,1.89,0.85,0.00,2.36,1.82,1.45,1.81,1.40
Olfr344,2,"36,566,662","36,569,891",+,"1,388",1.73,3.41,0.86,2.50,0.75,1.56,1.89,1.71,0.00,1.58,0.00,1.45,1.80,1.10
Olfr304,7,"86,385,657","86,386,658",-,"1,002",3.46,3.41,0.86,0.63,0.75,1.56,0.63,0.85,2.02,1.58,3.64,1.45,1.78,1.70
Olfr404-ps1,11,"74,239,531","74,240,540",+,"1,010",0.87,2.56,0.86,3.13,0.75,2.35,1.89,0.85,2.02,0.79,0.91,1.45,1.75,1.32
Olfr507,7,"108,621,814","108,622,764",+,951,3.46,0.00,3.43,1.25,1.50,0.78,0.63,0.85,2.02,2.36,4.55,3.63,1.74,2.34
Olfr379-ps1,11,"73,433,291","73,434,224",-,934,4.33,0.85,0.86,2.50,0.75,0.78,1.26,0.00,2.02,2.36,1.82,2.18,1.68,1.61
Olfr587-ps1,7,"103,134,376","103,135,323",+,948,2.60,0.85,2.58,2.50,0.75,0.00,0.00,3.42,2.02,6.30,2.73,2.18,1.55,2.78
Olfr427,1,"174,099,460","174,100,407",+,948,4.33,0.85,1.72,0.63,0.75,0.78,0.63,0.85,0.00,0.00,3.64,1.45,1.51,1.10
Olfr223,11,"59,589,067","59,590,168",-,"1,102",1.73,1.71,0.86,2.50,2.25,0.00,1.26,3.42,4.05,3.15,2.73,4.35,1.51,3.16
Olfr585,7,"103,097,720","103,098,749",+,"1,030",3.46,0.00,0.00,2.50,2.25,0.78,0.63,1.71,1.35,1.58,2.73,1.45,1.50,1.57
Olfr1245,2,"89,574,712","89,575,773",-,"1,062",2.60,1.71,1.72,0.63,0.75,1.56,3.16,0.00,0.00,0.79,1.82,0.73,1.49,1.08
Olfr345,2,"36,640,041","36,640,976",+,936,1.73,0.85,0.00,0.00,2.99,3.13,1.26,3.42,1.35,3.15,0.91,2.90,1.45,2.17
Olfr746,14,"50,653,239","50,654,183",+,945,2.60,0.85,0.86,1.25,2.25,0.78,2.53,2.56,2.70,3.94,5.46,5.80,1.43,3.83
Olfr356,2,"36,937,121","36,938,068",+,948,0.00,0.85,2.58,1.25,3.74,0.00,2.53,8.54,0.00,1.58,1.82,1.45,1.40,2.65
Olfr917,9,"38,664,913","38,665,842",-,930,1.73,0.00,1.72,1.88,1.50,1.56,1.89,0.85,0.00,3.94,0.00,0.73,1.40,1.24
Olfr1022,2,"85,868,594","85,869,541",+,948,3.46,1.71,0.86,0.63,0.75,0.78,0.00,1.71,0.67,3.94,1.82,2.18,1.36,1.72
Olfr1337,4,"118,781,636","118,782,583",-,948,0.87,3.41,0.00,0.63,2.99,0.00,0.00,0.00,2.02,1.58,0.00,1.45,1.32,0.84
Olfr1462,19,"13,190,669","13,191,592",+,924,0.87,0.85,1.72,0.63,2.99,0.78,3.79,0.00,1.35,1.58,1.82,2.90,1.31,1.91
Olfr555,7,"102,658,823","102,659,770",+,948,1.73,0.85,1.72,1.88,0.75,0.78,0.63,0.00,0.67,3.15,0.91,1.45,1.28,1.14
Olfr1136,2,"87,692,881","87,693,947",-,"1,067",1.73,1.71,0.00,1.88,0.75,1.56,0.00,0.00,0.00,1.58,2.73,0.73,1.27,0.84
Olfr1165-ps,2,"88,101,036","88,101,985",-,950,1.73,1.71,0.00,1.88,0.75,1.56,0.00,2.56,0.00,2.36,1.82,0.73,1.27,1.25
Olfr1010,2,"85,753,363","85,754,306",+,944,2.60,0.85,0.86,2.50,0.75,0.00,3.79,0.85,0.67,2.36,1.82,0.73,1.26,1.70
Olfr830,9,"18,875,329","18,876,276",+,948,0.87,0.85,4.29,0.63,0.00,0.78,2.53,4.27,0.67,4.73,4.55,1.45,1.24,3.03
Olfr854,9,"19,566,435","19,567,382",-,948,1.73,0.00,2.58,0.00,0.75,2.35,0.00,0.00,2.70,0.79,1.82,0.00,1.23,0.88
Olfr367-ps,2,"37,266,951","37,271,387",+,"1,106",2.60,0.00,3.43,1.25,0.00,0.00,3.16,2.56,0.00,3.94,4.55,0.73,1.21,2.49
Olfr1436,19,"12,298,183","12,299,130",-,948,0.87,4.26,0.00,1.25,0.00,0.78,0.00,0.00,1.35,1.58,0.91,0.00,1.19,0.64
Olfr294,7,"86,615,636","86,616,643",-,"1,008",0.87,0.85,1.72,0.63,2.99,0.00,1.26,0.00,0.67,1.58,3.64,2.18,1.18,1.56
Olfr1329,4,"118,916,524","118,917,465",-,942,3.46,2.56,0.86,0.00,0.00,0.00,0.00,0.85,0.00,4.73,1.82,2.90,1.15,1.72
Olfr1001-ps1,2,"85,633,431","85,634,375",+,945,2.60,0.85,1.72,0.00,0.75,0.78,0.63,1.71,0.67,0.00,2.73,1.45,1.12,1.20
Olfr1147-ps1,2,"87,822,610","87,823,546",+,937,0.87,4.26,0.00,0.63,0.00,0.78,0.63,0.00,0.00,0.00,4.55,0.73,1.09,0.98
Olfr1164,2,"88,092,855","88,093,966",-,"1,112",0.87,2.56,0.86,0.63,0.75,0.78,0.63,0.00,0.67,3.15,1.82,1.45,1.07,1.29
Olfr1230,2,"89,296,351","89,297,268",-,918,0.87,1.71,0.86,0.63,0.75,1.56,0.00,1.71,1.35,0.79,0.00,0.00,1.06,0.64
Olfr634-ps1,7,"103,956,412","103,957,366",+,955,2.60,0.00,1.72,1.25,0.75,0.00,0.00,0.00,1.35,3.15,3.64,0.73,1.05,1.48
Olfr1145,2,"87,809,822","87,810,799",+,978,0.00,0.85,1.72,2.50,0.00,0.78,0.00,0.85,0.67,1.58,0.00,0.00,0.98,0.52
Olfr475-ps1,2,"88,623,305","88,624,236",+,932,0.87,1.71,1.72,0.00,0.00,1.56,1.89,0.85,1.35,0.79,2.73,0.00,0.98,1.27
Olfr395,11,"73,906,552","73,907,490",-,939,0.00,0.85,2.58,0.00,0.75,1.56,4.42,0.85,0.00,0.79,1.82,0.73,0.96,1.43
Olfr850,9,"19,477,301","19,478,248",-,948,2.60,1.71,0.00,0.63,0.75,0.00,0.63,0.00,1.35,0.00,0.91,1.45,0.95,0.72
Olfr589,7,"103,154,792","103,155,745",-,954,1.73,0.85,0.86,0.63,0.75,0.78,0.00,0.00,0.00,0.79,0.00,0.00,0.93,0.13
Olfr631,7,"103,915,062","103,929,911",+,"1,519",0.00,0.85,0.00,0.63,2.25,1.56,0.00,0.00,0.00,0.79,0.00,0.73,0.88,0.25
Olfr310,7,"86,268,730","86,269,811",-,"1,082",0.87,2.56,0.86,0.63,0.00,0.00,3.16,0.85,0.00,3.15,2.73,1.45,0.82,1.89
Olfr401,11,"74,121,291","74,122,238",+,948,0.87,0.85,0.86,0.00,1.50,0.78,0.00,0.85,0.67,0.00,1.82,1.45,0.81,0.80
Olfr568,7,"102,877,122","102,878,063",+,942,0.87,0.85,0.86,0.00,1.50,0.78,1.26,0.85,0.00,3.15,1.82,0.00,0.81,1.18
Olfr1035-ps1,2,"86,056,040","86,056,964",-,925,0.87,0.00,1.72,0.63,1.50,0.00,1.26,0.85,0.67,0.00,0.00,1.45,0.78,0.71
Olfr547,7,"102,534,749","102,535,688",+,940,0.00,2.56,0.00,0.63,1.50,0.00,0.00,0.85,0.67,0.00,1.82,0.00,0.78,0.56
Olfr892-ps1,9,"38,189,727","38,190,652",+,926,1.73,0.00,0.00,1.25,0.75,0.78,0.00,0.00,0.00,4.73,2.73,2.18,0.75,1.61
Olfr248,1,"174,391,046","174,392,055",+,"1,010",1.73,0.85,0.00,1.88,0.00,0.00,1.26,1.71,0.67,1.58,0.91,1.45,0.74,1.26
Olfr26,9,"38,855,060","38,855,990",+,931,0.00,1.71,0.00,1.88,0.00,0.78,0.00,0.00,0.67,0.79,1.82,1.45,0.73,0.79
Olfr1371,11,"52,213,052","52,213,987",-,936,0.87,0.00,1.72,0.00,0.75,0.78,0.63,0.00,0.67,0.00,0.00,0.73,0.69,0.34
Olfr421-ps1,1,"174,151,481","174,152,530",+,"1,050",0.87,0.00,1.72,0.63,0.00,0.78,0.63,0.00,0.67,1.58,1.82,0.00,0.67,0.78
Olfr1445,19,"12,883,855","12,884,855",+,"1,001",0.87,1.71,0.00,0.63,0.75,0.00,0.00,2.56,0.00,1.58,0.00,2.18,0.66,1.05
Olfr1344,7,"6,438,874","6,441,691",+,"1,999",0.00,0.85,1.72,0.63,0.75,0.00,0.63,0.85,0.00,0.79,0.00,1.45,0.66,0.62
Olfr383-ps1,11,"73,540,419","73,541,353",-,935,0.00,0.00,0.86,0.00,2.99,0.00,1.26,0.00,0.67,0.79,0.00,1.45,0.64,0.70
Olfr682-ps1,7,"105,126,372","105,128,405",-,898,0.87,0.00,0.00,0.63,0.75,1.56,0.00,0.00,1.35,0.79,1.82,1.45,0.63,0.90
Olfr1128,2,"87,544,607","87,545,542",-,936,0.00,0.85,0.00,1.25,0.00,1.56,0.00,0.85,0.00,0.00,0.00,0.73,0.61,0.26
Olfr492,7,"108,322,720","108,323,665",-,930,0.87,1.71,0.00,0.00,0.00,0.78,0.00,0.85,0.00,1.58,0.91,2.18,0.56,0.92
Olfr964-ps1,9,"39,686,044","39,686,942",-,899,0.00,0.00,1.72,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.91,0.73,0.54,0.27
Olfr1141,2,"87,753,056","87,753,991",-,936,0.87,0.00,0.00,0.00,0.75,1.56,0.00,0.00,0.67,1.58,1.82,0.73,0.53,0.80
Olfr1146-ps1,2,"87,816,531","87,817,452",+,922,0.00,0.00,0.86,0.63,0.75,0.78,1.26,0.00,0.67,1.58,0.91,0.73,0.50,0.86
Olfr1453,19,"13,027,404","13,028,327",-,924,0.87,0.00,0.86,1.25,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.50,0.13
Olfr621-ps1,7,"103,629,024","103,629,958",-,935,0.87,0.00,0.86,1.25,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.50,0.26
Olfr1053,2,"86,314,343","86,315,285",-,943,0.00,0.85,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.45,0.15
Olfr1335,4,"118,808,797","118,809,944",-,"1,148",0.00,0.00,0.00,1.88,0.00,0.78,0.00,0.85,0.00,0.00,0.91,1.45,0.44,0.54
Olfr1063-ps1,2,"86,434,311","86,435,252",-,942,0.87,0.85,0.86,0.00,0.00,0.00,1.89,0.00,0.67,0.00,2.73,0.00,0.43,0.88
